month,day,year,Dischrge_ft,"Dischrge,m3/s",PRCP_inch_SAC_CITY,PRCP(mm),
,,,,0,0.08,2.032,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0.03,0.762,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0.27,6.858,
,,,,0,0.12,3.048,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0.07,1.778,
,,,,0,0.07,1.778,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0.32,8.128,
,,,,0,0.04,1.016,
,,,,0,1.68,42.672,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0.06,1.524,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0.07,1.778,
,,,,0,0,0,
,,,,0,0.06,1.524,
,,,,0,0.31,7.874,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0.02,0.508,
,,,,0,0,0,
,,,,0,0.1,2.54,
,,,,0,0.02,0.508,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0.06,1.524,
,,,,0,0.54,13.716,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0.02,0.508,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0.12,3.048,
,,,,0,0,0,
,,,,0,0.13,3.302,
,,,,0,0.02,0.508,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0.03,0.762,
,,,,0,0,0,
,,,,0,0.27,6.858,
,,,,0,0.15,3.81,
,,,,0,0.03,0.762,
,,,,0,0.06,1.524,
,,,,0,0,0,
,,,,0,0.1,2.54,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0.05,1.27,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,1.1,27.94,
,,,,0,0.15,3.81,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0.01,0.254,
,,,,0,0,0,
,,,,0,0.25,6.35,
,,,,0,0.51,12.954,
,,,,0,0.18,4.572,
,,,,0,0.32,8.128,
,,,,0,0.31,7.874,
,,,,0,0.05,1.27,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0.1,2.54,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0.72,18.288,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0.87,22.098,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0.8,20.32,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0.07,1.778,
,,,,0,0.17,4.318,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0.05,1.27,
,,,,0,0.25,6.35,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0.05,1.27,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0.02,0.508,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0.2,5.08,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0.12,3.048,
,,,,0,0,0,
,,,,0,0,0,
