month,day,year,Dischrge_ft,"Dischrge,m3/s",PRCP_inch_SAC_CITY,PRCP(mm),
2,9,2018,37.4,1.0472,0,0,
2,10,2018,38.4,1.0752,0,0,
2,11,2018,39.5,1.106,0.32,8.128,
2,12,2018,40.1,1.1228,0,0,
2,13,2018,41.5,1.162,0,0,
2,14,2018,42.4,1.1872,0,0,
2,15,2018,43.7,1.2236,0,0,
2,16,2018,44.9,1.2572,0,0,
2,17,2018,45.3,1.2684,0,0,
2,18,2018,45.3,1.2684,0,0,
2,19,2018,45.1,1.2628,0,0,
2,20,2018,45.3,1.2684,0,0,
2,21,2018,45.2,1.2656,0,0,
2,22,2018,43.6,1.2208,0.25,6.35,
2,23,2018,45.7,1.2796,0,0,
2,24,2018,49.4,1.3832,0,0,
2,25,2018,55.2,1.5456,0,0,
2,26,2018,59.3,1.6604,0.06,1.524,
2,27,2018,92.7,2.5956,0,0,
2,28,2018,192,5.376,0,0,
3,1,2018,453,12.684,0.77,19.558,
3,2,2018,924,25.872,0,0,
3,3,2018,1100,30.8,0,0,
3,4,2018,1150,32.2,0.04,1.016,
3,5,2018,1090,30.52,0,0,
3,6,2018,934,26.152,0.05,1.27,
3,7,2018,639,17.892,0,0,
3,8,2018,491,13.748,0,0,
3,9,2018,450,12.6,0,0,
3,10,2018,389,10.892,0,0,
3,11,2018,355,9.94,0,0,
3,12,2018,305,8.54,0.13,3.302,
3,13,2018,301,8.428,0,0,
3,14,2018,334,9.352,0,0,
3,15,2018,397,11.116,0,0,
3,16,2018,425,11.9,0.09,2.286,
3,17,2018,439,12.292,0.12,3.048,
3,18,2018,779,21.812,0,0,
3,19,2018,828,23.184,0,0,
3,20,2018,632,17.696,0,0,
3,21,2018,540,15.12,0,0,
3,22,2018,482,13.496,0,0,
3,23,2018,442,12.376,0.56,14.224,
3,24,2018,878,24.584,0,0,
3,25,2018,1360,38.08,0,0,
3,26,2018,1060,29.68,0.25,6.35,
3,27,2018,929,26.012,0.07,1.778,
3,28,2018,1160,32.48,0,0,
3,29,2018,1650,46.2,0,0,
3,30,2018,1610,45.08,0,0,
3,31,2018,1250,35,0,0,
4,1,2018,1010,28.28,0,0,
4,2,2018,845,23.66,0.03,0.762,
4,3,2018,756,21.168,0,0,
4,4,2018,651,18.228,0,0,
4,5,2018,616,17.248,0,0,
4,6,2018,594,16.632,0,0,
4,7,2018,554,15.512,0,0,
4,8,2018,527,14.756,0.27,6.858,
4,9,2018,507,14.196,0.2,5.08,
4,10,2018,479,13.412,0.15,3.81,
4,11,2018,549,15.372,1.22,30.988,
4,12,2018,651,18.228,0,0,
4,13,2018,651,18.228,0,0,
4,14,2018,641,17.948,0,0,
4,15,2018,587,16.436,0,0,
4,16,2018,665,18.62,0.04,1.016,
4,17,2018,763,21.364,0.11,2.794,
4,18,2018,894,25.032,0.48,12.192,
4,19,2018,908,25.424,0.06,1.524,
4,20,2018,1060,29.68,0.19,4.826,
4,21,2018,1500,42,0.1,2.54,
4,22,2018,2250,63,0.05,1.27,
4,23,2018,2680,75.04,0,0,
4,24,2018,2460,68.88,0,0,
4,25,2018,2010,56.28,0,0,
4,26,2018,1550,43.4,0,0,
4,27,2018,1260,35.28,0.25,6.35,
4,28,2018,1060,29.68,0.13,3.302,
4,29,2018,913,25.564,0,0,
4,30,2018,841,23.548,0,0,
5,1,2018,803,22.484,0,0,
5,2,2018,983,27.524,0,0,
5,3,2018,1620,45.36,0.05,1.27,
5,4,2018,2680,75.04,0,0,
5,5,2018,2630,73.64,0,0,
5,6,2018,1960,54.88,0,0,
5,7,2018,1500,42,0.14,3.556,
5,8,2018,1280,35.84,0,0,
5,9,2018,1140,31.92,0,0,
5,10,2018,1050,29.4,0.69,17.526,
5,11,2018,1110,31.08,0,0,
5,12,2018,1930,54.04,0,0,
5,13,2018,1780,49.84,0,0,
5,14,2018,1610,45.08,0,0,
5,15,2018,1450,40.6,0,0,
5,16,2018,1280,35.84,0,0,
5,17,2018,1150,32.2,0,0,
5,18,2018,1050,29.4,0.07,1.778,
5,19,2018,973,27.244,0,0,
5,20,2018,912,25.536,1.32,33.528,
5,21,2018,874,24.472,0,0,
5,22,2018,869,24.332,0.1,2.54,
5,23,2018,838,23.464,0.28,7.112,
5,24,2018,797,22.316,0,0,
5,25,2018,774,21.672,0,0,
5,26,2018,750,21,0,0,
5,27,2018,698,19.544,1.45,36.83,
5,28,2018,658,18.424,0.81,20.574,
5,29,2018,687,19.236,1.57,39.878,
5,30,2018,721,20.188,0.05,1.27,
5,31,2018,693,19.404,0,0,
6,1,2018,639,17.892,0.05,1.27,
6,2,2018,636,17.808,0.25,6.35,
6,3,2018,776,21.728,0.16,4.064,
6,4,2018,784,21.952,0.2,5.08,
6,5,2018,707,19.796,0,0,
6,6,2018,662,18.536,0,0,
6,7,2018,738,20.664,0,0,
6,8,2018,689,19.292,1.45,36.83,
6,9,2018,634,17.752,0,0,
6,10,2018,600,16.8,0,0,
6,11,2018,605,16.94,0,0,
6,12,2018,763,21.364,2.45,62.23,
6,13,2018,687,19.236,0,0,
6,14,2018,845,23.66,0,0,
6,15,2018,2210,61.88,0,0,
6,16,2018,1950,54.6,0,0,
6,17,2018,1460,40.88,0,0,
6,18,2018,1160,32.48,0,0,
6,19,2018,1380,38.64,0,0,
6,20,2018,2200,61.6,0,0,
6,21,2018,5080,142.24,1.5,38.1,
6,22,2018,4680,131.04,0,0,
6,23,2018,3600,100.8,0,0,
6,24,2018,3170,88.76,0,0,
6,25,2018,2760,77.28,0,0,
6,26,2018,2320,64.96,0.07,1.778,
6,27,2018,2120,59.36,0,0,
6,28,2018,1820,50.96,0,0,
6,29,2018,1580,44.24,0,0,
6,30,2018,1370,38.36,0,0,
7,1,2018,1910,53.48,0,0,
7,2,2018,1980,55.44,0,0,
7,3,2018,1560,43.68,0,0,
7,4,2018,1350,37.8,0,0,
7,5,2018,3240,90.72,0,0,
7,6,2018,3100,86.8,0,0,
7,7,2018,2300,64.4,0,0,
7,8,2018,1740,48.72,0,0,
7,9,2018,1400,39.2,0,0,
7,10,2018,1180,33.04,0,0,
7,11,2018,1140,31.92,0,0,
7,12,2018,1010,28.28,0,0,
7,13,2018,939,26.292,0.21,5.334,
7,14,2018,1110,31.08,2.85,72.39,
7,15,2018,1110,31.08,0.11,2.794,
7,16,2018,918,25.704,0,0,
7,17,2018,782,21.896,0,0,
7,18,2018,683,19.124,0,0,
7,19,2018,614,17.192,0,0,
7,20,2018,558,15.624,0,0,
7,21,2018,500,14,0,0,
7,22,2018,452,12.656,0,0,
7,23,2018,416,11.648,0.16,4.064,
7,24,2018,385,10.78,0.21,5.334,
7,25,2018,356,9.968,1.2,30.48,
7,26,2018,331,9.268,0.05,1.27,
7,27,2018,307,8.596,1.8,45.72,
7,28,2018,285,7.98,2.05,52.07,
7,29,2018,268,7.504,0,0,
7,30,2018,252,7.056,0,0,
7,31,2018,237,6.636,0.07,1.778,
8,1,2018,224,6.272,0.05,1.27,
8,2,2018,211,5.908,0,0,
8,3,2018,200,5.6,0,0,
8,4,2018,191,5.348,1.12,28.448,
8,5,2018,201,5.628,0,0,
8,6,2018,626,17.528,1.01,25.654,
8,7,2018,693,19.404,0,0,
8,8,2018,465,13.02,0,0,
8,9,2018,356,9.968,0,0,
8,10,2018,292,8.176,0.44,11.176,
8,11,2018,254,7.112,0.05,1.27,
8,12,2018,230,6.44,0.05,1.27,
8,13,2018,213,5.964,1.33,33.782,
8,14,2018,200,5.6,0,0,
8,15,2018,199,5.572,0,0,
8,16,2018,208,5.824,0,0,
8,17,2018,229,6.412,0,0,
8,18,2018,245,6.86,0,0,
8,19,2018,219,6.132,0,0,
8,20,2018,1110,31.08,0,0,
8,21,2018,3290,92.12,0,0,
8,22,2018,1990,55.72,0,0,
8,23,2018,1320,36.96,0,0,
8,24,2018,1010,28.28,0,0,
8,25,2018,802,22.456,0,0,
8,26,2018,660,18.48,0,0,
8,27,2018,920,25.76,0.57,14.478,
8,28,2018,832,23.296,0.95,24.13,
8,29,2018,1080,30.24,0.95,24.13,
8,30,2018,864,24.192,0,0,
8,31,2018,703,19.684,0,0,
9,1,2018,597,16.716,0,0,
9,2,2018,697,19.516,0,0,
9,3,2018,831,23.268,0.4,10.16,
9,4,2018,795,22.26,0,0,
9,5,2018,2730,76.44,0,0,
9,6,2018,3890,108.92,0,0,
9,7,2018,3540,99.12,0.05,1.27,
9,8,2018,3250,91,0.16,4.064,
9,9,2018,2800,78.4,0.21,5.334,
9,10,2018,2330,65.24,0.06,1.524,
9,11,2018,1770,49.56,0,0,
9,12,2018,1330,37.24,0.1,2.54,
9,13,2018,1090,30.52,0.05,1.27,
9,14,2018,945,26.46,0.04,1.016,
9,15,2018,829,23.212,0.44,11.176,
9,16,2018,735,20.58,0.4,10.16,
9,17,2018,667,18.676,0.64,16.256,
9,18,2018,625,17.5,0,0,
9,19,2018,868,24.304,0,0,
9,20,2018,2410,67.48,0.08,2.032,
9,21,2018,4740,132.72,0,0,
9,22,2018,4500,126,0.05,1.27,
9,23,2018,3850,107.8,0,0,
9,24,2018,3380,94.64,0,0,
9,25,2018,3030,84.84,0,0,
9,26,2018,2820,78.96,0.22,5.588,
9,27,2018,2390,66.92,0,0,
9,28,2018,1890,52.92,0,0,
9,29,2018,1580,44.24,0,0,
9,30,2018,1410,39.48,0,0,
10,1,2018,1310,36.68,0,0,
10,2,2018,1300,36.4,0,0,
10,3,2018,1220,34.16,0.03,0.762,
10,4,2018,1140,31.92,0,0,
10,5,2018,1090,30.52,0.05,1.27,
10,6,2018,1050,29.4,0,0,
10,7,2018,998,27.944,0,0,
10,8,2018,1110,31.08,0,0,
10,9,2018,1750,49,0,0,
10,10,2018,2960,82.88,0.13,3.302,
10,11,2018,2890,80.92,0.05,1.27,
10,12,2018,2420,67.76,0.35,8.89,
10,13,2018,1930,54.04,0,0,
10,14,2018,1610,45.08,0.4,10.16,
10,15,2018,1410,39.48,0,0,
10,16,2018,1290,36.12,0,0,
10,17,2018,1180,33.04,0,0,
10,18,2018,1080,30.24,0,0,
10,19,2018,1060,29.68,0,0,
10,20,2018,1030,28.84,0,0,
10,21,2018,955,26.74,0,0,
10,22,2018,920,25.76,0,0,
10,23,2018,859,24.052,0,0,
10,24,2018,820,22.96,0,0,
10,25,2018,806,22.568,0,0,
10,26,2018,790,22.12,0,0,
10,27,2018,762,21.336,0,0,
10,28,2018,729,20.412,0,0,
10,29,2018,699,19.572,0,0,
10,30,2018,686,19.208,0,0,
10,31,2018,659,18.452,0,0,
11,1,2018,636,17.808,0.24,6.096,
11,2,2018,633,17.724,0,0,
11,3,2018,621,17.388,0,0,
11,4,2018,635,17.78,0,0,
11,5,2018,708,19.824,0,0,
11,6,2018,834,23.352,0,0,
11,7,2018,922,25.816,0,0,
11,8,2018,838,23.464,0.18,4.572,
11,9,2018,783,21.924,0.28,7.112,
11,10,2018,742,20.776,0,0,
11,11,2018,700,19.6,0,0,
11,12,2018,653,18.284,0,0,
11,13,2018,605,16.94,0,0,
11,14,2018,594,16.632,0,0,
11,15,2018,591,16.548,0,0,
11,16,2018,587,16.436,0,0,
11,17,2018,557,15.596,0,0,
11,18,2018,528,14.784,0,0,
11,19,2018,536,15.008,0,0,
11,20,2018,514,14.392,0,0,
11,21,2018,505,14.14,0,0,
11,22,2018,504,14.112,0,0,
11,23,2018,514,14.392,0,0,
11,24,2018,521,14.588,0,0,
11,25,2018,493,13.804,0,0,
11,26,2018,432,12.096,0,0,
11,27,2018,381,10.668,0,0,
11,28,2018,384,10.752,0,0,
11,29,2018,442,12.376,0,0,
11,30,2018,459,12.852,0,0,
12,1,2018,459,12.852,0,0,
12,2,2018,479,13.412,0,0,
12,3,2018,439,12.292,0,0,
12,4,2018,419,11.732,0.65,16.51,
12,5,2018,408,11.424,0.05,1.27,
12,6,2018,378,10.584,0,0,
12,7,2018,348,9.744,0,0,
12,8,2018,327,9.156,0,0,
12,9,2018,324,9.072,0,0,
12,10,2018,318,8.904,0,0,
12,11,2018,313,8.764,0,0,
12,12,2018,317,8.876,0,0,
12,13,2018,323,9.044,0,0,
12,14,2018,324,9.072,0,0,
12,15,2018,331,9.268,0,0,
12,16,2018,341,9.548,0,0,
12,17,2018,334,9.352,0,0,
12,18,2018,336,9.408,0,0,
12,19,2018,352,9.856,0,0,
12,20,2018,381,10.668,0,0,
12,21,2018,394,11.032,0.05,1.27,
12,22,2018,392,10.976,0,0,
12,23,2018,374,10.472,0,0,
12,24,2018,364,10.192,0,0,
12,25,2018,360,10.08,0.08,2.032,
12,26,2018,353,9.884,0,0,
12,27,2018,1350,37.8,0.05,1.27,
12,28,2018,2930,82.04,0,0,
12,29,2018,2280,63.84,0,0,
12,30,2018,1540,43.12,0,0,
12,31,2018,1150,32.2,0,0,
1,1,2019,904,25.312,0,0,
1,2,2019,793,22.204,0,0,
1,3,2019,746,20.888,0,0,
1,4,2019,654,18.312,0,0,
1,5,2019,601,16.828,0,0,
1,6,2019,576,16.128,0,0,
1,7,2019,590,16.52,0,0,
1,8,2019,596,16.688,0,0,
1,9,2019,531,14.868,0,0,
1,10,2019,513,14.364,0,0,
1,11,2019,516,14.448,0,0,
1,12,2019,476,13.328,0,0,
1,13,2019,436,12.208,0,0,
1,14,2019,419,11.732,0,0,
1,15,2019,416,11.648,0.04,1.016,
1,16,2019,407,11.396,0,0,
1,17,2019,401,11.228,0,0,
1,18,2019,387,10.836,0.05,1.27,
1,19,2019,252,7.056,0,0,
1,20,2019,249,6.972,0.17,4.318,
1,21,2019,257,7.196,0,0,
1,22,2019,257,7.196,0,0,
1,23,2019,250,7,0,0,
1,24,2019,242,6.776,0,0,
1,25,2019,234,6.552,0.1,2.54,
1,26,2019,239,6.692,0,0,
1,27,2019,245,6.86,0,0,
1,28,2019,220,6.16,0.2,5.08,
1,29,2019,176,4.928,0,0,
1,30,2019,154,4.312,0,0,
1,31,2019,161,4.508,0,0,
2,1,2019,159,4.452,0.6,15.24,
2,2,2019,172,4.816,0,0,
2,3,2019,179,5.012,0,0,
2,4,2019,169,4.732,0,0,
2,5,2019,166,4.648,0,0,
2,6,2019,174,4.872,0,0,
2,7,2019,171,4.788,0,0,
2,8,2019,159,4.452,0,0,
2,9,2019,155,4.34,0,0,
2,10,2019,158,4.424,0,0,
2,11,2019,161,4.508,0,0,
2,12,2019,166,4.648,0,0,
2,13,2019,170,4.76,0.05,1.27,
2,14,2019,162,4.536,0,0,
2,15,2019,144,4.032,0.6,15.24,
2,16,2019,133,3.724,0,0,
2,17,2019,122,3.416,0,0,
2,18,2019,120,3.36,0.62,15.748,
2,19,2019,120,3.36,0.35,8.89,
2,20,2019,127,3.556,0.07,1.778,
2,21,2019,137,3.836,0,0,
2,22,2019,147,4.116,0,0,
2,23,2019,156,4.368,0,0,
2,24,2019,163,4.564,0,0,
2,25,2019,155,4.34,0,0,
2,26,2019,142,3.976,0,0,
2,27,2019,131,3.668,0,0,
2,28,2019,124,3.472,0,0,
3,1,2019,116,3.248,0.06,1.524,
3,2,2019,108,3.024,0,0,
3,3,2019,104,2.912,0,0,
3,4,2019,107,2.996,0,0,
3,5,2019,113,3.164,0,0,
3,6,2019,122,3.416,0,0,
3,7,2019,144,4.032,0,0,
3,8,2019,171,4.788,0,0,
3,9,2019,190,5.32,0,0,
3,10,2019,197,5.516,0.13,3.302,
3,11,2019,216,6.048,0,0,
3,12,2019,282,7.896,0.5,12.7,
3,13,2019,1300,36.4,0.05,1.27,
3,14,2019,5120,143.36,0.15,3.81,
3,15,2019,6640,185.92,0.1,2.54,
3,16,2019,7550,211.4,0.05,1.27,
3,17,2019,7260,203.28,0,0,
3,18,2019,6910,193.48,0.22,5.588,
3,19,2019,6640,185.92,0.17,4.318,
3,20,2019,5940,166.32,0,0,
3,21,2019,5260,147.28,0,0,
3,22,2019,4580,128.24,0,0,
3,23,2019,3860,108.08,0,0,
3,24,2019,3250,91,0,0,
3,25,2019,2760,77.28,0,0,
3,26,2019,2310,64.68,0,0,
3,27,2019,2050,57.4,0,0,
3,28,2019,1850,51.8,0,0,
3,29,2019,1600,44.8,0,0,
3,30,2019,1390,38.92,0,0,
3,31,2019,1200,33.6,0.05,1.27,
4,1,2019,1080,30.24,0,0,
4,2,2019,1010,28.28,0,0,
4,3,2019,962,26.936,0.21,5.334,
4,4,2019,1370,38.36,0.05,1.27,
4,5,2019,2160,60.48,0.35,8.89,
4,6,2019,1950,54.6,0,0,
4,7,2019,2310,64.68,0,0,
4,8,2019,2080,58.24,0.14,3.556,
4,9,2019,1720,48.16,0,0,
4,10,2019,1530,42.84,0,0,
4,11,2019,1810,50.68,0.03,0.762,
4,12,2019,2030,56.84,0,0,
4,13,2019,1710,47.88,0.67,17.018,
4,14,2019,1430,40.04,0.06,1.524,
4,15,2019,1270,35.56,0.21,5.334,
4,16,2019,1150,32.2,0.81,20.574,
4,17,2019,1060,29.68,0,0,
4,18,2019,1000,28,0,0,
4,19,2019,948,26.544,0.55,13.97,
4,20,2019,892,24.976,0,0,
4,21,2019,847,23.716,0.22,5.588,
4,22,2019,793,22.204,0,0,
4,23,2019,755,21.14,0,0,
4,24,2019,741,20.748,0.11,2.794,
4,25,2019,725,20.3,0.33,8.382,
4,26,2019,707,19.796,0.6,15.24,
4,27,2019,720,20.16,0,0,
4,28,2019,949,26.572,0.03,0.762,
4,29,2019,1110,31.08,0.61,15.494,
4,30,2019,995,27.86,0,0,
5,1,2019,919,25.732,1.7,43.18,
5,2,2019,866,24.248,0.03,0.762,
5,3,2019,816,22.848,0,0,
5,4,2019,776,21.728,0.83,21.082,
5,5,2019,760,21.28,0.21,5.334,
5,6,2019,754,21.112,0.14,3.556,
5,7,2019,723,20.244,0.05,1.27,
5,8,2019,917,25.676,0.11,2.794,
5,9,2019,2430,68.04,0,0,
5,10,2019,2220,62.16,0,0,
5,11,2019,1670,46.76,0.02,0.508,
5,12,2019,1530,42.84,0.07,1.778,
5,13,2019,1610,45.08,0,0,
5,14,2019,1470,41.16,0,0,
5,15,2019,1820,50.96,0,0,
5,16,2019,1550,43.4,0,0,
5,17,2019,1570,43.96,0,0,
5,18,2019,1950,54.6,0,0,
5,19,2019,2040,57.12,0,0,
5,20,2019,2230,62.44,0.3,7.62,
5,21,2019,1800,50.4,0,0,
5,22,2019,2400,67.2,0,0,
5,23,2019,2900,81.2,0.08,2.032,
5,24,2019,3920,109.76,0.1,2.54,
5,25,2019,4740,132.72,0,0,
5,26,2019,3810,106.68,0.97,24.638,
5,27,2019,3700,103.6,0.2,5.08,
5,28,2019,4100,114.8,0,0,
5,29,2019,3440,96.32,2.4,60.96,
5,30,2019,3280,91.84,0.61,15.494,
5,31,2019,3090,86.52,0.05,1.27,
6,1,2019,2600,72.8,0.27,6.858,
6,2,2019,2110,59.08,0.11,2.794,
6,3,2019,1790,50.12,0.05,1.27,
6,4,2019,1600,44.8,0,0,
6,5,2019,1420,39.76,0,0,
6,6,2019,1270,35.56,0,0,
6,7,2019,1160,32.48,0,0,
6,8,2019,1070,29.96,0,0,
6,9,2019,969,27.132,0,0,
6,10,2019,883,24.724,0.52,13.208,
6,11,2019,825,23.1,0.22,5.588,
6,12,2019,796,22.288,0.8,20.32,
6,13,2019,745,20.86,0,0,
6,14,2019,703,19.684,0,0,
6,15,2019,683,19.124,0,0,
6,16,2019,696,19.488,0,0,
6,17,2019,665,18.62,0,0,
6,18,2019,1400,39.2,0,0,
6,19,2019,1660,46.48,0,0,
6,20,2019,1290,36.12,0.05,1.27,
6,21,2019,2300,64.4,0,0,
6,22,2019,2330,65.24,0,0,
6,23,2019,1730,48.44,0.03,0.762,
6,24,2019,2380,66.64,0,0,
6,25,2019,2400,67.2,0.46,11.684,
6,26,2019,1830,51.24,0,0,
6,27,2019,1470,41.16,0,0,
6,28,2019,1270,35.56,0.03,0.762,
6,29,2019,1120,31.36,0,0,
6,30,2019,1010,28.28,0,0,
7,1,2019,909,25.452,0,0,
7,2,2019,828,23.184,0,0,
7,3,2019,793,22.204,0.12,3.048,
7,4,2019,755,21.14,0,0,
7,5,2019,3050,85.4,0,0,
7,6,2019,2630,73.64,0.23,5.842,
7,7,2019,1870,52.36,0,0,
7,8,2019,1480,41.44,0,0,
7,9,2019,1230,34.44,0.68,17.272,
7,10,2019,1070,29.96,0,0,
7,11,2019,916,25.648,0,0,
7,12,2019,799,22.372,0,0,
7,13,2019,724,20.272,0,0,
7,14,2019,899,25.172,0,0,
7,15,2019,816,22.848,0,0,
7,16,2019,694,19.432,0,0,
7,17,2019,650,18.2,0,0,
7,18,2019,945,26.46,0,0,
7,19,2019,945,26.46,0,0,
7,20,2019,746,20.888,0.15,3.81,
7,21,2019,632,17.696,0.54,13.716,
7,22,2019,560,15.68,0,0,
7,23,2019,505,14.14,0,0,
7,24,2019,459,12.852,0,0,
7,25,2019,424,11.872,0,0,
7,26,2019,398,11.144,1.02,25.908,
7,27,2019,372,10.416,0,0,
7,28,2019,342,9.576,0.53,13.462,
7,29,2019,324,9.072,0,0,
7,30,2019,300,8.4,0,0,
7,31,2019,282,7.896,0,0,
8,1,2019,267,7.476,0,0,
8,2,2019,250,7,0,0,
8,3,2019,233,6.524,0.05,1.27,
8,4,2019,219,6.132,0.12,3.048,
8,5,2019,207,5.796,0,0,
8,6,2019,196,5.488,0,0,
8,7,2019,185,5.18,0,0,
8,8,2019,175,4.9,0,0,
8,9,2019,164,4.592,0.12,3.048,
8,10,2019,155,4.34,0,0,
8,11,2019,149,4.172,0,0,
8,12,2019,150,4.2,0.05,1.27,
8,13,2019,140,3.92,0,0,
8,14,2019,129,3.612,0,0,
8,15,2019,123,3.444,0,0,
8,16,2019,117,3.276,0.31,7.874,
8,17,2019,112,3.136,0.03,0.762,
8,18,2019,135,3.78,0,0,
8,19,2019,141,3.948,1.15,29.21,
8,20,2019,134,3.752,0.51,12.954,
8,21,2019,125,3.5,0.21,5.334,
8,22,2019,112,3.136,0,0,
8,23,2019,103,2.884,0.19,4.826,
8,24,2019,94.5,2.646,0,0,
8,25,2019,89.1,2.4948,0,0,
8,26,2019,86.6,2.4248,0,0,
8,27,2019,84.5,2.366,0.22,5.588,
8,28,2019,78.3,2.1924,0.02,0.508,
8,29,2019,73.3,2.0524,0,0,
8,30,2019,68.5,1.918,1.6,40.64,
8,31,2019,66.1,1.8508,0.05,1.27,
9,1,2019,65.2,1.8256,0,0,
9,2,2019,62.1,1.7388,1.15,29.21,
9,3,2019,59,1.652,0,0,
9,4,2019,56,1.568,0,0,
9,5,2019,54.1,1.5148,0.05,1.27,
9,6,2019,52.8,1.4784,0.13,3.302,
9,7,2019,52,1.456,0.24,6.096,
9,8,2019,55.8,1.5624,0.05,1.27,
9,9,2019,55.4,1.5512,0.53,13.462,
9,10,2019,56.9,1.5932,0.26,6.604,
9,11,2019,79.4,2.2232,0,0,
9,12,2019,106,2.968,1.25,31.75,
9,13,2019,104,2.912,0.02,0.508,
9,14,2019,89.8,2.5144,0,0,
9,15,2019,78.2,2.1896,0,0,
9,16,2019,69.2,1.9376,0,0,
9,17,2019,64.5,1.806,0.38,9.652,
9,18,2019,60.8,1.7024,0.3,7.62,
9,19,2019,67.1,1.8788,0.02,0.508,
9,20,2019,87.3,2.4444,0,0,
9,21,2019,82.3,2.3044,0,0,
9,22,2019,92.2,2.5816,0,0,
9,23,2019,81.5,2.282,0,0,
9,24,2019,76.2,2.1336,0,0,
9,25,2019,110,3.08,0,0,
9,26,2019,109,3.052,0.06,1.524,
9,27,2019,92.6,2.5928,0,0,
9,28,2019,83.1,2.3268,0.37,9.398,
9,29,2019,79.4,2.2232,0.27,6.858,
9,30,2019,81.9,2.2932,0,0,
10,1,2019,86.2,2.4136,0.33,8.382,
10,2,2019,230,6.44,0.03,0.762,
10,3,2019,572,16.016,0,0,
10,4,2019,558,15.624,0,0,
10,5,2019,696,19.488,0,0,
10,6,2019,1690,47.32,0,0,
10,7,2019,1290,36.12,0,0,
10,8,2019,923,25.844,0,0,
10,9,2019,751,21.028,0,0,
10,10,2019,668,18.704,0,0,
10,11,2019,626,17.528,0,0,
10,12,2019,592,16.576,0.04,1.016,
10,13,2019,547,15.316,0,0,
10,14,2019,495,13.86,0,0,
10,15,2019,463,12.964,0.1,2.54,
10,16,2019,439,12.292,0,0,
10,17,2019,414,11.592,0,0,
10,18,2019,403,11.284,0,0,
10,19,2019,392,10.976,0.07,1.778,
10,20,2019,373,10.444,0,0,
10,21,2019,389,10.892,0,0,
10,22,2019,571,15.988,0,0,
10,23,2019,671,18.788,0,0,
10,24,2019,738,20.664,0,0,
10,25,2019,710,19.88,0.05,1.27,
10,26,2019,664,18.592,0,0,
10,27,2019,624,17.472,0.05,1.27,
10,28,2019,564,15.792,0,0,
10,29,2019,527,14.756,0.7,17.78,
10,30,2019,498,13.944,0,0,
10,31,2019,483,13.524,0,0,
11,1,2019,472,13.216,0,0,
11,2,2019,453,12.684,0,0,
11,3,2019,441,12.348,0,0,
11,4,2019,435,12.18,0.24,6.096,
11,5,2019,416,11.648,0,0,
11,6,2019,404,11.312,0,0,
11,7,2019,393,11.004,0.15,3.81,
11,8,2019,387,10.836,0.11,2.794,
11,9,2019,397,11.116,0,0,
11,10,2019,388,10.864,0,0,
11,11,2019,365,10.22,0,0,
11,12,2019,324,9.072,0,0,
11,13,2019,317,8.876,0,0,
11,14,2019,309,8.652,0,0,
11,15,2019,341,9.548,0,0,
11,16,2019,330,9.24,0,0,
11,17,2019,323,9.044,0.04,1.016,
11,18,2019,321,8.988,0.03,0.762,
11,19,2019,321,8.988,0,0,
11,20,2019,309,8.652,0,0,
11,21,2019,369,10.332,0,0,
11,22,2019,565,15.82,0,0,
11,23,2019,540,15.12,0,0,
11,24,2019,504,14.112,0,0,
11,25,2019,476,13.328,0,0,
11,26,2019,447,12.516,0,0,
11,27,2019,438,12.264,0,0,
11,28,2019,414,11.592,0,0,
11,29,2019,403,11.284,0,0,
11,30,2019,445,12.46,0,0,
12,1,2019,809,22.652,0,0,
12,2,2019,945,26.46,0,0,
12,3,2019,800,22.4,0,0,
12,4,2019,721,20.188,0,0,
12,5,2019,667,18.676,0.37,9.398,
12,6,2019,652,18.256,1.04,26.416,
12,7,2019,629,17.612,0.07,1.778,
12,8,2019,619,17.332,0,0,
12,9,2019,593,16.604,0,0,
12,10,2019,549,15.372,0,0,
12,11,2019,533,14.924,0,0,
12,12,2019,518,14.504,0.06,1.524,
12,13,2019,491,13.748,0,0,
12,14,2019,474,13.272,0,0,
12,15,2019,449,12.572,0,0,
12,16,2019,404,11.312,0,0,
12,17,2019,407,11.396,0,0,
12,18,2019,403,11.284,0,0,
12,19,2019,430,12.04,0,0,
12,20,2019,442,12.376,0,0,
12,21,2019,419,11.732,0.07,1.778,
12,22,2019,394,11.032,0,0,
12,23,2019,387,10.836,0,0,
12,24,2019,376,10.528,0,0,
12,25,2019,369,10.332,0,0,
12,26,2019,361,10.108,0.51,12.954,
12,27,2019,345,9.66,0,0,
12,28,2019,442,12.376,0,0,
12,29,2019,1120,31.36,0,0,
12,30,2019,1440,40.32,0,0,
12,31,2019,1110,31.08,0.18,4.572,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0.08,2.032,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0.06,1.524,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0.02,0.508,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0.11,2.794,
,,,,0,0.25,6.35,
,,,,0,0.03,0.762,
